pen,subtype,rssi,snr,ipat,seq,heap,minheap,uptime,reconn,qpeak,udpfail,backlog,dropped,host_mac,pred_attack,pred_raw,calib,calib_thr,deauth_tgt,seq_jump,ap_bssid,channel,win_pkts,win_dens,win_deauth,win_probe,win_beacon,win_auth,gw_mac,gw_flip,label,attack_type,timestamp
45917,,43,43,0,0,65288,37148,11478778,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,10,231.3,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:40.857486
45917,,7,7,0,0,65288,37148,11478930,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,28,302.0,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:41.009486
45917,,-84,13,0,2497,65288,37148,11479126,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,13,179.4,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:41.205486
45917,BEACON,-87,10,0,3263,65288,37148,11479427,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,13,200.7,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:41.506486
45917,,-62,35,584,1808,65288,37148,11479532,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,36,513.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:41.611486
45917,,43,43,0,0,65288,37148,11479640,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,22,285.7,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:41.719486
45917,,-89,8,15431,0,65288,37148,11479852,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,10,131.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:41.931486
45917,,-86,11,0,3093,65288,37148,11480142,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,6,425.3,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:42.221486
45917,,43,43,0,0,65288,37148,11480369,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,6,165.7,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:42.448486
45917,BEACON,-86,11,82,152,65288,37148,11480638,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,30,298.3,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:42.717486
45917,BEACON,-95,2,0,2359,65288,37148,11480982,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,6,171.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:43.061486
45917,PROBE_REQ,-89,8,0,346,65288,37148,11481344,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,24,314.3,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:43.423486
45917,BEACON,-85,12,0,1857,65288,37148,11481562,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,17,196.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:43.641486
45917,,-53,44,1047,931,65288,37148,11481727,0,100,163767,0,0,14:33:5C:6D:AF:58,1,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,20,397.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:43.806486
45917,BEACON,-87,10,11236,2973,65288,37148,11482082,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,13,127.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:44.161486
45917,BEACON,-84,13,0,1826,65288,37148,11482385,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,15,153.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:44.464486
45917,,-89,8,1033,0,65288,37148,11482622,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,4,338.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:44.701486
45917,,35,35,0,0,65288,37148,11482800,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,27,317.7,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:44.879486
45917,,-60,37,16675,1847,65288,37148,11483026,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,9,91.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:45.105486
45917,BEACON,-86,11,0,1873,65288,37148,11483098,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,49,717.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:45.177486
45917,BEACON,-57,40,1408,1365,65288,37148,11483446,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,2,335.7,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:45.525486
45917,,39,39,0,0,65288,37148,11483595,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,14,262.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:45.674486
45917,,39,39,0,0,65288,37148,11483714,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,25,360.7,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:45.793486
45917,BEACON,-89,8,0,3704,65288,37148,11483839,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,31,336.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:45.918486
45917,BEACON,-91,6,0,2394,65288,37148,11483952,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,49,568.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:46.031486
45917,,36,36,0,0,65288,37148,11484126,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,18,313.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:46.205486
45917,BEACON,-94,3,82,1244,65288,37148,11484346,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,9,133.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:46.425486
45917,BEACON,-90,7,0,3203,65288,37148,11484534,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,11,202.0,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:46.613486
45917,,-53,44,6067,971,65288,37148,11484892,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,12,115.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:46.971486
45917,BEACON,-57,40,20186,1385,65288,37148,11485391,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,7,132.4,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:47.470486
45917,BEACON,-84,13,0,1910,65288,37148,11485658,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,1,255.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:47.737486
45917,,-57,40,0,1391,63556,37148,11485904,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,17,370.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:47.983486
45917,,31,31,0,0,65288,37148,11486136,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,20,274.8,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:48.215486
45917,BEACON,-88,9,0,3728,65288,37148,11486297,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,7,238.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:48.376486
45917,,-53,44,3225,991,65288,37148,11486427,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,41,725.4,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:48.506486
45917,BEACON,-89,8,0,2420,65288,37148,11486614,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,16,420.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:48.693486
45917,,-88,9,12532,0,65288,37148,11486915,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,8,246.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:48.994486
45917,,-89,8,46226,0,65288,37148,11487331,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,8,203.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:49.410486
45917,MGMT_OTHER,-89,8,282,0,65288,37148,11487570,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,30,414.3,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:49.649486
45917,BEACON,-88,9,0,3742,65288,37148,11487730,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,6,275.4,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:49.809486
45917,,67,67,0,0,65288,37148,11488024,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,5,457.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.103486
45917,,-59,38,21233,2221,65288,37148,11488329,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,2,340.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.408486
45917,MGMT_OTHER,-90,7,0,0,65288,37148,11488486,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,30,493.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.565486
45917,,43,43,0,0,65288,37148,11488589,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,30,488.5,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.668486
45917,,43,43,0,0,65288,37148,11488688,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,28,472.0,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.767486
45917,,44,44,0,0,65288,37148,11488747,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,8,564.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.826486
45917,,-89,8,0,645,65288,37148,11488812,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,58,727.0,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.891486
45917,,-91,6,0,0,65288,37148,11488900,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,37,552.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:50.979486
45917,,43,43,0,0,65288,37148,11488986,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,42,812.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.065486
45917,,38,38,0,0,65288,37148,11489052,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,10,656.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.131486
45917,BEACON,-93,4,0,2445,65288,37148,11489175,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,9,242.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.254486
45917,,43,43,0,0,65288,37148,11489287,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,22,448.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.366486
45917,,38,38,0,0,65288,37148,11489375,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,25,719.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.454486
45917,,36,36,0,0,65288,37148,11489553,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,2,256.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.632486
45917,,-89,8,205,0,65288,37148,11489707,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,26,424.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.786486
45917,,3,3,0,0,65288,37148,11489800,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,18,355.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.879486
45917,,-54,43,439,1022,65288,37148,11489853,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,10,3127.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:51.932486
45917,BEACON,-91,6,2070,0,65288,37148,11489996,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,11,265.9,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:52.075486
45917,,-89,8,1573,3107,65288,37148,11490304,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,10,236.2,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:52.383486
45917,,41,41,0,0,65288,37148,11490458,0,100,163767,0,0,14:33:5C:6D:AF:58,1,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,27,286.3,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:52.537486
45917,,43,43,0,0,65240,37148,11490615,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,16,548.4,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:52.694486
45917,BEACON,-91,6,0,2463,65288,37148,11490710,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,1,80:02:9C:61:97:4B,11,11,523.0,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:52.789486
45917,,-89,8,0,0,65288,37148,11490942,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,18,367.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:53.021486
45917,,44,44,0,0,65288,37148,11491101,0,100,163767,0,0,14:33:5C:6D:AF:58,0,1,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,24,243.6,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:53.180486
45917,,44,44,0,0,65288,37148,11491162,0,100,163767,0,0,14:33:5C:6D:AF:58,0,0,ARMED,72.0,0,0,80:02:9C:61:97:4B,11,49,1409.1,,,,,80:02:9C:61:97:4A,0,0,NONE,2026-08-26T16:59:53.241486
