pen,subtype,rssi,snr,ipat,seq,heap,minheap,uptime,reconn,qpeak,udpfail,backlog,dropped,host_mac,pred_attack,pred_raw,calib,calib_thr,deauth_tgt,seq_jump,ap_bssid,channel,win_pkts,win_dens,gw_mac,gw_flip,label,attack_type,timestamp
45917,,75,75,0,1023,65304,42708,6282282,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,9,122.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:02.149978
45917,BEACON,-89,8,53,680,65304,42708,6282942,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,7,68.4,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:02.809978
45917,,-64,33,0,655,65304,42708,6283356,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,4,891.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:03.223584
45917,,43,43,0,1023,65304,42708,6283471,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,7,482.4,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:03.338584
45917,BEACON,-54,43,0,1274,65304,42708,6283910,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,3,69.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:03.777584
45917,BEACON,-93,4,118,2761,65304,42708,6284381,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,1,406.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:04.248584
45917,,-62,35,517,700,65304,42708,6284649,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,15,228.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:04.516584
45917,,-62,35,292,719,65304,42708,6285039,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,17,392.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:04.906584
45917,,-63,34,13891,730,65304,42708,6285461,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,5,86.1,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:05.328584
45917,,-55,42,1110,518,65304,42708,6286105,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,17,376.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:05.972584
45917,BEACON,-55,42,0,1305,65304,42708,6286777,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,5,48.9,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:06.644584
45917,,41,41,0,1023,65304,42708,6287071,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,17,189.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:06.938584
45917,,-64,33,4724,759,65304,42708,6287730,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,5,52.9,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:07.597584
45917,,-62,35,0,784,65304,42708,6288024,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,9,110.7,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:07.891584
45917,BEACON,-54,43,15516,1326,65304,42708,6288723,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,1,26.0,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:08.590584
45917,BEACON,-88,9,0,820,65304,42708,6289501,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,4,64.8,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:09.368328
45917,,-64,33,292,799,65304,42708,6290178,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,6,276.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:10.045328
45917,BEACON,-88,9,29132,2191,65304,42708,6290810,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,3,75.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:10.677328
45917,,-55,42,0,556,65304,42708,6291146,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,24,349.0,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.013328
45917,,-55,42,794,564,65304,42708,6291203,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,18,776.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.070328
45917,,41,41,0,1023,65304,42708,6291290,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,7,910.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.157309
45917,,41,41,0,1023,65304,42708,6291331,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,57,1164.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.198309
45917,,74,74,0,1023,65304,42708,6291601,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,4,344.9,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.468309
45917,,43,43,0,1023,65304,42708,6291679,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,54,604.7,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.546304
45917,,75,75,0,1023,65304,42708,6291871,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,24,359.3,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.738304
45917,,41,41,0,0,65304,42708,6291940,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,10,280.4,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.807129
45917,BEACON,-55,42,0,1361,65304,42708,6292102,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,10,105.8,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:11.969129
45917,,75,75,0,0,65304,42708,6292244,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,23,664.4,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.111129
45917,,75,75,0,1023,65304,42708,6292326,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,15,1102.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.193129
45917,,41,41,0,1023,65304,42708,6292366,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,65,1208.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.233129
45917,,74,74,0,0,65304,42708,6292457,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,14,325.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.324129
45917,,41,41,0,0,65304,42708,6292555,0,99,8,0,0,14:33:5C:6D:AF:58,1,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,19,498.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.422129
45917,,42,42,0,0,65304,42708,6292654,0,99,8,0,0,14:33:5C:6D:AF:58,1,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,16,452.7,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.521129
45917,,74,74,0,0,65304,42708,6292786,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,30,466.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.652796
45917,,42,42,0,1023,65304,42708,6292935,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,5,560.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:12.801796
45917,,75,75,0,0,65304,42708,6293225,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,12,129.0,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:13.091796
45917,,41,41,0,1023,65304,42708,6293386,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,26,575.0,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:13.252796
45917,,41,41,0,1023,65304,42708,6293627,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,29,349.1,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:13.493796
45917,,75,75,0,1023,65304,42708,6293832,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,27,512.4,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:26:13.698796
