pen,subtype,rssi,snr,ipat,seq,heap,minheap,uptime,reconn,qpeak,udpfail,backlog,dropped,host_mac,pred_attack,pred_raw,calib,calib_thr,deauth_tgt,seq_jump,ap_bssid,channel,win_pkts,win_dens,gw_mac,gw_flip,label,attack_type,timestamp
45917,BEACON,-88,9,0,3041,65172,42708,6975468,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,7,111.0,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:35.346542
45917,BEACON,-55,42,69801,844,65172,42708,6976232,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,10,97.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:36.109609
45917,BEACON,-57,40,0,847,65172,42708,6976540,0,99,8,0,0,14:33:5C:6D:AF:58,0,1,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,28,267.3,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:36.416396
45917,BEACON,-55,42,0,850,65172,42708,6976847,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,10,97.7,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:36.723396
45917,,65,65,0,0,65172,42708,6977258,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,5,1343.7,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:37.134396
45917,,-62,35,0,3883,65172,42708,6977528,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,32,479.9,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:37.404396
45917,PROBE_RESP,-89,8,0,1142,65172,42708,6977747,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,9,110.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:37.623396
45917,PROBE_RESP,-91,6,0,1145,65172,42708,6978256,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,6,94.8,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:38.132396
45917,,-79,18,0,525,65172,42708,6978622,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,1,925.1,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:38.498396
45917,BEACON,-77,20,0,1025,65172,42708,6979133,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,11,108.0,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:39.009396
45917,BEACON,-93,4,12184,552,65172,42708,6979485,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,22,488.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:39.361396
45917,,-55,42,0,885,63440,42708,6980125,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,1,818.3,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:40.001396
45917,BEACON,-84,13,0,271,65172,42708,6980647,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,1,86.7,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:40.523396
45917,,-61,36,932,3946,65172,42708,6981011,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,0,80:02:9C:61:97:4B,11,31,456.6,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:40.887396
45917,BEACON,-92,5,0,927,65172,42708,6981549,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,5,53.2,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:41.425396
45917,,-55,42,371,1837,65172,42708,6981705,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,35,1030.5,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:41.581396
45917,BEACON,-84,13,0,17,65172,42708,6981880,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,1,257.8,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:41.756396
45917,BEACON,-86,11,0,3954,65172,42708,6982222,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,3,84.9,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:42.098396
45917,BEACON,-83,14,0,27,65172,42708,6982801,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,7,82.8,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:42.677396
45917,BEACON,-93,4,0,944,65172,42708,6983289,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,3,49.3,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:43.165396
45917,BEACON,-83,14,7029,301,65172,42708,6983719,0,99,8,0,0,14:33:5C:6D:AF:58,0,0,ARMED,112.0,0,1,80:02:9C:61:97:4B,11,5,61.9,80:02:9C:61:97:4A,0,0,NONE,2026-08-25T23:37:43.595396
