pen,subtype,rssi,snr,ipat,seq,heap,minheap,uptime,reconn,qpeak,udpfail,backlog,dropped,host_mac,pred_attack,deauth_tgt,seq_jump,ap_bssid,channel,label,attack_type,timestamp
45917,PROBE_RESP,-86,5,0,0,69844,44280,8172332,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:31.704040
45917,BEACON,-96,-5,461,26,69844,44280,8172481,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:31.853040
45917,DISASSOC,-89,2,5868,1333,69844,44280,8172683,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:32.055040
45917,PROBE_RESP,-85,6,12715,1,69844,44280,8172855,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:32.227040
45917,BEACON,-92,-1,0,1351,69844,44280,8173055,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:32.427040
45917,MGMT_OTHER,-85,6,93,689,69844,44280,8173281,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:32.653040
45917,,-88,3,756,3155,69844,44280,8173580,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:32.952040
45917,MGMT_OTHER,-90,1,4425,25,69844,44280,8173840,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:33.212040
45917,,-90,1,16838,3288,69844,44280,8174119,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:33.491040
45917,PROBE_RESP,-87,4,0,1,69844,44280,8174293,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:33.665040
45917,,-91,0,0,710,69844,44280,8174490,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:33.862040
45917,,-92,-1,8144,1140,69844,44280,8174683,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:34.055040
45917,PROBE_REQ,-92,-1,563,3973,69844,44280,8174947,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:34.319040
45917,,-55,36,0,1994,69844,44280,8175058,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:34.430040
45917,MGMT_OTHER,-87,4,6500,2264,69844,44280,8175263,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:34.635040
45917,PROBE_RESP,-94,-3,0,0,69844,44280,8175485,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:34.857040
45917,,-54,37,622,2010,69844,44280,8175603,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:34.975040
45917,BEACON,-90,1,9090,752,69844,44280,8175839,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:35.211040
45917,MGMT_OTHER,-86,5,6712,1918,69844,44280,8176074,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:35.446040
45917,MGMT_OTHER,-92,-1,9212,2745,69844,44280,8176366,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:35.738040
45917,MGMT_OTHER,-94,-3,437,757,69844,44280,8176617,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:35.989040
45917,,-57,34,0,2039,69844,44280,8176873,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:36.245040
45917,PROBE_RESP,-92,-1,0,1,69844,44280,8177102,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:36.474040
45917,PROBE_RESP,-82,9,0,1,69844,44280,8177166,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:36.538040
45917,BEACON,-90,1,3341,1531,69844,44280,8177377,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:36.749040
45917,,-94,-3,738,511,69844,44280,8177607,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:36.979040
45917,,-90,1,3196,1455,69844,44280,8177869,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:37.241040
45917,,-55,36,1428,1139,69844,44280,8178175,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:37.547040
45917,,-54,37,787,2072,69844,44280,8178393,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:37.765040
45917,,-87,4,1436,1208,69844,44280,8178635,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:38.007040
45917,BEACON,-93,-2,0,1409,69844,44280,8178993,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:38.365040
45917,,-54,37,170,1142,69844,44280,8179240,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:38.612040
45917,PROBE_RESP,-90,1,0,0,69844,44280,8179459,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:38.831040
45917,BEACON,-95,-4,1028,1463,69844,44280,8179602,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:38.974040
45917,BEACON,-54,37,1945,2098,69844,44280,8179842,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:39.214040
45917,PROBE_RESP,-95,-4,0,0,69844,44280,8180051,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:39.423040
45917,,-79,12,11918,851,69844,44280,8180304,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:39.676040
45917,,-93,-2,7144,979,69844,44280,8180514,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:39.886040
45917,AUTH,-86,5,669,616,69844,44280,8180775,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:40.147040
45917,,-87,4,10801,321,69844,44280,8181019,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:40.391040
45917,,-87,4,16294,531,69844,44280,8181389,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:40.761040
45917,,-93,-2,3082,105,69844,44280,8181620,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:40.992040
45917,,-95,-4,5433,2186,69844,44280,8181873,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:41.245040
45917,,-54,37,152,1152,69844,44280,8182107,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:41.478187
45917,,-84,7,309,443,69844,44280,8182311,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:41.682187
45917,BEACON,-93,-2,11556,817,69844,44280,8182495,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:41.866187
45917,BEACON,-82,9,0,598,69844,44280,8182714,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.085187
45917,PROBE_RESP,-85,6,4015,15,69844,44280,8182893,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.264187
45917,BEACON,-91,0,0,822,69844,44280,8183007,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.378187
45917,,-84,7,171,499,69844,44280,8183132,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.503187
45917,,-89,2,1074,62,69844,44280,8183243,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.614187
45917,,-55,36,1704,2171,69844,44280,8183344,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.715187
45917,,-89,2,3225,2060,69844,44280,8183484,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:42.855187
45917,,-83,8,0,555,69844,44280,8183661,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.032187
45917,,-84,7,697,582,69844,44280,8183743,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.114187
45917,,9,9,0,1163,69844,44280,8183866,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.237187
45917,BEACON,-84,7,4558,646,69844,44280,8183941,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.312187
45917,,-55,36,204,2192,69844,44280,8184029,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.400187
45917,,-80,11,1428,2233,69844,44280,8184145,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.516187
45917,,-88,3,5012,1572,69844,44280,8184365,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.736187
45917,,-54,37,0,2206,69844,44280,8184606,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:43.977187
45917,,-93,-2,2340,2361,69844,44280,8184837,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:44.208187
45917,,11,11,0,1166,69844,44280,8184951,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:44.322187
45917,,8,8,0,1166,69844,44280,8185114,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:44.485187
45917,BEACON,-89,2,0,1608,69844,44280,8185262,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:44.633187
45917,,-84,7,6796,1435,69844,44280,8185458,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:44.829187
45917,,11,11,0,2221,69844,44280,8185531,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:44.902187
45917,MGMT_OTHER,-93,-2,380,0,69844,44280,8185718,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:45.089187
45917,,11,11,0,1169,69844,44280,8185805,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:45.176187
45917,BEACON,-90,1,0,154,69844,44280,8186088,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:45.459187
45917,,-84,7,561,464,69844,44280,8186323,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:45.694187
45917,BEACON,-95,-4,0,1483,69844,44280,8186571,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:45.942187
45917,,12,12,0,2247,69844,44280,8186698,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:46.069187
45917,,-52,39,0,2250,69844,44280,8186752,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:46.123187
45917,BEACON,-92,-1,2940,1257,69844,44280,8186964,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:46.335187
45917,BEACON,-83,8,4731,678,69844,44280,8187218,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:46.589187
45917,,-91,0,1824,2429,69844,44280,8187523,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:46.894187
45917,,10,10,0,2773,69844,44280,8187604,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:46.975187
45917,,-54,37,1705,2270,69844,44280,8187754,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:47.125187
45917,,-53,38,143,1177,69844,44280,8187978,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:47.349187
45917,PROBE_RESP,-89,2,0,1,69844,44280,8188290,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:47.661187
45917,BEACON,-84,7,4600,690,69844,44280,8188447,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:47.818187
45917,,-53,38,208,1179,69844,44280,8188654,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:48.025187
45917,,12,12,0,1180,69844,44280,8188971,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:48.342187
45917,,-89,2,5910,2517,69844,44280,8189264,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:48.635187
45917,,10,10,0,2303,69844,44280,8189462,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:48.833187
45917,BEACON,-94,-3,0,194,69844,44280,8189685,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:49.056187
45917,PROBE_RESP,-87,4,0,0,69844,44280,8189862,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:49.233187
45917,,-86,5,24430,2334,69844,44280,8190130,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:49.501187
45917,BEACON,-87,4,0,1623,69844,44280,8190384,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:49.755187
45917,BEACON,-94,-3,5206,203,69844,44280,8190607,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:49.978187
45917,BEACON,-91,0,7520,3491,69844,44280,8190973,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:50.344187
45917,,-55,36,0,2339,69844,44280,8191175,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:50.546187
45917,,-94,-3,3491,3633,69844,44280,8191437,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:50.808187
45917,,-92,-1,547,3871,69844,44280,8191777,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:51.148187
45917,,-93,-2,4149,1922,69844,44280,8192079,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:51.450187
45917,,-94,-3,8155,1095,69844,44280,8192415,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:51.786187
45917,,-53,38,220,1193,69844,44280,8192546,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:51.917187
45917,,-85,6,6036,0,69844,44280,8192824,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:52.195187
45917,BEACON,-86,5,0,1649,69844,44280,8193046,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:52.417187
45917,,-86,5,186,1432,69844,44280,8193423,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:52.794187
45917,BEACON,-93,-2,5366,229,69844,44280,8193769,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:53.140187
45917,MGMT_OTHER,-87,4,2392,796,69844,44280,8194038,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:53.409187
45917,PROBE_RESP,-85,6,0,1,69844,44280,8194223,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:53.594187
45917,BEACON,-89,2,9076,1697,69844,44280,8194376,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:53.747187
45917,MGMT_OTHER,-89,2,14405,1006,69844,44280,8194676,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:54.047187
45917,PROBE_RESP,-92,-1,0,4,69844,44280,8194918,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:54.289187
45917,,-54,37,6318,1202,69844,44280,8195169,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:54.540187
45917,,-84,7,48,0,69844,44280,8195470,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:54.841187
45917,BEACON,-92,-1,0,253,69844,44280,8195727,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:55.098187
45917,BEACON,-94,-3,0,1575,69844,44280,8195992,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:55.363187
45917,MGMT_OTHER,-92,-1,9845,540,69844,44280,8196315,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:55.686187
45917,PROBE_RESP,-89,2,353,0,69844,44280,8196530,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:55.901187
45917,,11,11,0,2460,69844,44280,8196740,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:56.111187
45917,,-93,-2,17679,3115,69632,44280,8197068,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:56.439187
45917,MGMT_OTHER,-90,1,6407,2043,69844,44280,8197309,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:56.680187
45917,,-90,1,19019,1903,69844,44280,8197627,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:56.998187
45917,PROBE_RESP,-93,-2,7716,2685,69844,44280,8197996,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:57.367187
45917,PROBE_RESP,-86,5,0,1,69844,44280,8198220,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:57.591187
45917,PROBE_RESP,-85,6,0,0,69844,44280,8198352,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:57.723187
45917,PROBE_RESP,-86,5,0,1,69844,44280,8198452,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:57.823187
45917,BEACON,-89,2,5513,1738,69844,44280,8198575,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:57.946187
45917,,-92,-1,4250,1088,69844,44280,8198744,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:58.115187
45917,PROBE_RESP,-58,33,7993,1230,69844,44280,8198972,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:58.343187
45917,,-94,-3,8701,1859,69844,44280,8199106,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:58.477187
45917,PROBE_RESP,-92,-1,0,4,69844,44280,8199281,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:58.652187
45917,,-59,32,0,2524,69844,44280,8199415,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:58.786187
45917,,-59,32,1507,2535,69844,44280,8199716,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:59.087187
45917,MGMT_OTHER,-89,2,3590,1807,69844,44280,8199988,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:59.359187
45917,BEACON,-94,-3,0,292,69844,44280,8200220,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:59.591187
45917,PROBE_RESP,-92,-1,0,0,69844,44280,8200372,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:59.743187
45917,,12,12,0,2559,69844,44280,8200558,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:34:59.929187
45917,BEACON,-88,3,1432,1759,69844,44280,8200726,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:00.097187
45917,BEACON,-84,7,0,776,69844,44280,8200945,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:00.316187
45917,BEACON,-85,6,9877,815,69844,44280,8201247,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:00.618187
45917,PROBE_RESP,-91,0,0,3,69844,44280,8201466,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:00.837187
45917,PROBE_RESP,-91,0,0,0,69844,44280,8201599,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:00.970187
45917,MGMT_OTHER,-71,20,6571,2670,69844,44280,8201884,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:01.255187
45917,MGMT_OTHER,-52,39,334,2445,69844,44280,8202123,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:35:01.494187
