pen,subtype,rssi,snr,ipat,seq,heap,minheap,uptime,reconn,qpeak,udpfail,backlog,dropped,host_mac,pred_attack,deauth_tgt,seq_jump,ap_bssid,channel,label,attack_type,timestamp
45917,BEACON,-83,9,0,1740,69844,44280,8719218,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:38.570139
45917,MGMT_OTHER,-93,-1,32392,0,69844,44280,8719367,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:38.719139
45917,PROBE_RESP,-83,9,0,1,69844,44280,8719539,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:38.891139
45917,PROBE_RESP,-90,2,0,0,69844,44280,8719728,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:39.080139
45917,BEACON,-92,0,0,2643,69844,44280,8719996,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:39.348139
45917,BEACON,-94,-2,58213,2647,69844,44280,8720405,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:39.757139
45917,,-92,0,15097,2834,69844,44280,8720785,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:40.137139
45917,BEACON,-89,3,16515,2745,69844,44280,8721152,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:40.504139
45917,MGMT_OTHER,-93,-1,0,447,69844,44280,8721511,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:40.863139
45917,PROBE_RESP,-90,2,416,111,69844,44280,8721729,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:41.081139
45917,PROBE_RESP,-83,9,361,1,69844,44280,8721793,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:41.145139
45917,,-92,0,4821,1990,69844,44280,8722155,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:41.507139
45917,PROBE_RESP,-85,7,0,1,69844,44280,8722398,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:41.750139
45917,BEACON,-91,1,0,2622,69844,44280,8722766,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:42.118139
45917,BEACON,-49,43,10252,3401,69844,44280,8723197,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:42.549139
45917,BEACON,-82,10,5100,1818,69844,44280,8723518,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:42.870139
45917,BEACON,-86,6,0,2737,69844,44280,8723918,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:43.270139
45917,BEACON,-82,10,0,1788,69844,44280,8724133,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:43.485139
45917,,-87,5,31457,194,69844,44280,8724576,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:43.928139
45917,BEACON,-90,2,0,2644,69844,44280,8725019,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:44.371139
45917,PROBE_RESP,-91,1,0,0,69844,44280,8725376,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:44.728139
45917,BEACON,-88,4,3523,2024,69844,44280,8725554,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:44.906139
45917,,14,14,0,0,69844,44280,8725881,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:45.233139
45917,BEACON,-92,0,1630,1369,69844,44280,8726171,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:45.523139
45917,MGMT_OTHER,-88,4,1411,157,69844,44280,8726535,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:45.887139
45917,PROBE_RESP,-89,3,470,2,69844,44280,8726776,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:46.128139
45917,PROBE_RESP,-91,1,0,0,69844,44280,8727006,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:46.358139
45917,BEACON,-92,0,11869,2715,69844,44280,8727369,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:46.721139
45917,PROBE_RESP,-90,2,0,0,69844,44280,8727697,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:47.049139
45917,,-49,43,0,3457,68112,44280,8727941,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:47.293139
45917,PROBE_RESP,-91,1,0,7,69828,44280,8728311,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:47.663139
45917,,-94,-2,7623,3062,69844,44280,8728681,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:48.033139
45917,MGMT_OTHER,-92,0,1603,0,69844,44280,8728942,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:48.294139
45917,BEACON,-83,9,6630,1874,69844,44280,8729252,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:48.604139
45917,BEACON,-93,-1,36508,2728,69844,44280,8729728,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:49.080139
45917,BEACON,-83,9,10613,1882,69844,44280,8730072,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:49.424139
45917,BEACON,-89,3,0,2465,69844,44280,8730271,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:49.623139
45917,BEACON,-90,2,0,2467,69844,44280,8730477,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:49.829139
45917,BEACON,-49,43,1677,3490,69844,44280,8730878,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:50.230139
45917,BEACON,-91,1,0,2704,69844,44280,8731163,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:50.515139
45917,BEACON,-95,-3,0,2477,69844,44280,8731501,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:50.853139
45917,BEACON,-89,3,4775,2480,69844,44280,8731807,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:51.159139
45917,BEACON,-90,2,0,1389,69844,44280,8732111,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:51.463139
45917,PROBE_RESP,-87,5,0,0,69844,44280,8732253,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:51.605139
45917,MGMT_OTHER,-90,2,3844,0,69844,44280,8732522,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:51.874139
45917,BEACON,-91,1,14794,2758,69844,44280,8732800,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:52.152139
45917,PROBE_RESP,-87,5,0,0,69844,44280,8732919,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:52.271139
45917,BEACON,-82,10,0,1877,69844,44280,8733247,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:52.599139
45917,,-93,-1,16144,646,69844,44280,8733738,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:53.090139
45917,BEACON,-82,10,11834,1922,69844,44280,8734169,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:53.521139
45917,PROBE_RESP,-93,-1,0,3,69844,44280,8734389,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:53.741139
45917,PROBE_RESP,-91,1,0,1,69844,44280,8734615,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:53.967139
45917,BEACON,-92,0,20374,2778,69844,44280,8734849,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:54.201139
45917,BEACON,-82,10,0,1896,69844,44280,8735193,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:54.545139
45917,BEACON,-93,-1,0,2747,69844,44280,8735566,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:54.918139
45917,BEACON,-88,4,10094,2889,69844,44280,8735898,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:55.250139
45917,BEACON,-90,2,0,2523,69844,44280,8736210,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:55.562139
45917,BEACON,-51,41,14229,3555,69576,44280,8736716,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:56.068139
45917,BEACON,-81,11,0,1914,69844,44280,8737036,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:56.388139
45917,,-91,1,7495,0,69844,44280,8737521,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:56.873139
45917,PROBE_RESP,-90,2,7630,39,69844,44280,8737651,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:57.003139
45917,BEACON,-91,1,3980,2579,69844,44280,8738053,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:57.405139
45917,PROBE_RESP,-88,4,0,2,69844,44280,8738252,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:57.604139
45917,BEACON,-88,4,3175,2915,69844,44280,8738561,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:57.913139
45917,BEACON,-91,1,0,2780,69844,44280,8738946,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:58.298139
45917,BEACON,-82,10,0,1935,69844,44280,8739187,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:58.539139
45917,PROBE_RESP,-87,5,0,0,69844,44280,8739404,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:58.756139
45917,,-90,2,18196,336,69844,44280,8739625,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:58.977139
45917,PROBE_RESP,-89,3,0,0,69844,44280,8739886,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:59.238139
45917,,-86,6,3781,2460,69844,44280,8740220,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:59.572139
45917,MGMT_OTHER,-92,0,16218,2775,69844,44280,8740637,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:43:59.989139
45917,BEACON,-47,45,18249,3603,69844,44280,8741017,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:00.369139
45917,PROBE_RESP,-91,1,20137,2508,69844,44280,8741395,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:00.747139
45917,PROBE_RESP,-85,7,0,1,69844,44280,8741663,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:01.015139
45917,BEACON,-94,-2,0,1484,69844,44280,8741840,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:01.192139
45917,PROBE_RESP,-89,3,0,1,69844,44280,8742181,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:01.533139
45917,PROBE_RESP,-84,8,0,1,69844,44280,8742385,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:01.737139
45917,PROBE_RESP,-83,9,404,60,69844,44280,8742548,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:01.900139
45917,PROBE_RESP,-85,7,0,0,69844,44280,8742696,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:02.048139
45917,MGMT_OTHER,-92,0,1382,2811,69844,44280,8742965,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:02.317139
45917,,-89,3,3581,855,69844,44280,8743315,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:02.667139
45917,,-92,0,5893,4095,69844,44280,8743689,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:03.041139
45917,,-93,-1,9916,203,69844,44280,8744139,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:03.491139
45917,,-90,2,2570,430,69844,44280,8744557,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:03.909139
45917,BEACON,-90,2,0,2608,69844,44280,8744915,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:04.267139
45917,BEACON,-48,44,0,3640,69844,44280,8745317,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:04.668059
45917,BEACON,-93,-1,66042,2884,69844,44280,8745703,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:05.054059
45917,BEACON,-84,8,0,2002,69844,44280,8746051,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:05.402059
45917,PROBE_RESP,-94,-2,0,57,69844,44280,8746324,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:05.675059
45917,PROBE_RESP,-82,10,0,0,69844,44280,8746578,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:05.929059
45917,BEACON,-91,1,0,2230,69844,44280,8746650,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:06.001059
45917,BEACON,-83,9,0,2011,69844,44280,8746970,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:06.321059
45917,BEACON,-83,9,0,2015,69844,44280,8747379,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:06.730059
45917,PROBE_RESP,-49,43,0,1606,69844,44280,8747701,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:07.052059
45917,BEACON,-92,0,7802,2906,69844,44280,8747956,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:07.307059
45917,PROBE_RESP,-88,4,349,70,69844,44280,8748369,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:07.720059
45917,BEACON,-84,8,10297,2063,69844,44280,8748607,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:07.958059
45917,,-92,0,17437,3229,69844,44280,8749074,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:08.425059
45917,PROBE_RESP,-83,9,0,0,69844,44280,8749289,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:08.640059
45917,BEACON,-90,2,0,2883,69844,44280,8749498,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:08.849059
45917,BEACON,-87,5,0,2989,69844,44280,8749724,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:09.075059
45917,MGMT_OTHER,-92,0,7380,1445,69844,44280,8750064,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:09.415059
45917,PROBE_RESP,-90,2,0,0,69844,44280,8750325,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:09.676059
45917,BEACON,-88,4,746,3032,69844,44280,8750541,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:09.892059
45917,BEACON,-91,1,283,2897,69844,44280,8750927,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:10.278059
45917,MGMT_OTHER,-91,1,18206,989,69844,44280,8751309,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:10.660059
45917,BEACON,-89,3,6873,3043,69844,44280,8751668,0,100,19,0,0,B0:CB:D8:C9:92:00,1,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:11.019059
45917,BEACON,-93,-1,0,1583,69844,44280,8751978,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:11.329059
45917,BEACON,-89,3,6807,3050,69844,44280,8752386,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:11.737059
45917,PROBE_RESP,-94,-2,0,1,69844,44280,8752730,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:12.081059
45917,,-91,1,1805,913,69844,44280,8752817,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:12.168059
45917,PROBE_RESP,-90,2,0,0,69844,44280,8752991,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:12.342059
45917,BEACON,-92,0,7496,2957,69844,44280,8753179,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:12.530059
45917,,-96,-4,1461,1358,69844,44280,8753537,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:12.888059
45917,BEACON,-83,9,0,2078,69844,44280,8753831,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:13.182059
45917,BEACON,-85,7,0,3033,69844,44280,8754230,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:13.581059
45917,BEACON,-91,1,3992,2741,69844,44280,8754642,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:13.993059
45917,BEACON,-52,40,19389,3748,69844,44280,8754943,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:14.294059
45917,,-92,0,14831,1734,69844,44280,8755344,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:14.695059
45917,BEACON,-96,-4,6745,2513,69844,44280,8755657,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:15.008059
45917,BEACON,-88,4,2309,2716,69844,44280,8755975,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:15.326059
45917,BEACON,-92,0,17136,2998,69844,44280,8756350,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:15.701059
45917,BEACON,-82,10,0,2105,69844,44280,8756596,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:15.947059
45917,BEACON,-50,42,328,3770,69844,44280,8756991,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:16.342059
45917,BEACON,-93,-1,0,2728,69844,44280,8757203,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:16.554059
45917,BEACON,-82,10,0,2114,69844,44280,8757527,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:16.878059
45917,,-91,1,27171,2907,69844,44280,8757889,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:17.240059
45917,BEACON,-92,0,1382,1644,69844,44280,8758225,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:17.576059
45917,PROBE_RESP,-88,4,0,74,69844,44280,8758500,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:17.851059
45917,,-49,43,0,3791,68112,44280,8758843,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:18.194059
45917,BEACON,-94,-2,1401,1692,69844,44280,8759248,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:18.599059
45917,MGMT_OTHER,-91,1,5276,0,69844,44280,8759551,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:18.902059
45917,BEACON,-50,42,16630,3802,69844,44280,8759858,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:19.209059
45917,,-95,-3,44802,3487,69844,44280,8760229,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:19.580059
45917,BEACON,-89,3,15485,3030,69844,44280,8760655,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,1,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:20.006059
45917,,-93,-1,9442,0,69844,44280,8761008,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:20.359059
45917,,-93,-1,292,0,69844,44280,8761352,0,100,19,0,0,B0:CB:D8:C9:92:00,0,0,0,1E:01:D0:40:E0:9E,6,0,NONE,2026-08-05T00:44:20.703059
