pen,subtype,rssi,snr,ipat,seq,heap,minheap,uptime,reconn,qpeak,udpfail,backlog,dropped,host_mac,pred_attack,pred_raw,calib,calib_thr,deauth_tgt,seq_jump,ap_bssid,channel,win_pkts,win_dens,gw_mac,gw_flip,label,attack_type,timestamp
45917,,-61,36,0,3721,63652,28964,3670656,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,0,80:02:9C:61:97:4B,1,11,143.3,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:20.957230
45917,BEACON,-60,37,34566,3725,65384,28964,3670962,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,5,65.8,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:21.243376
45917,,-82,15,2788,2776,65384,28964,3671240,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,0,80:02:9C:61:97:4B,1,7,148.1,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:21.518012
45917,BEACON,-84,13,0,268,65384,28964,3671556,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,8,142.5,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:21.834012
45917,BEACON,-84,13,0,1475,65384,28964,3671867,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,4,66.7,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:22.145012
45917,BEACON,-83,14,0,275,65384,28964,3672273,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,8,142.6,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:22.551012
45917,,-83,14,14683,3232,65324,28964,3672704,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,8,115.7,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:22.981672
45917,BEACON,-91,6,0,1245,65384,28964,3672840,0,99,7,0,0,14:33:5C:6D:AF:58,0,1,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,33,322.2,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:23.117672
45917,,-77,20,617,3423,65384,28964,3673097,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,1,80:02:9C:61:97:4B,1,21,400.5,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:23.374672
45917,,-61,36,317,3553,65384,28964,3673423,0,99,7,0,0,14:33:5C:6D:AF:58,0,0,ARMED,448.0,0,0,80:02:9C:61:97:4B,1,10,139.4,80:02:9C:61:97:4A,8,0,NONE,2026-08-24T16:10:23.700672
